ID,Ticker,Action,Type,Side,Price,Volume,Cancel_Target_ID
21539,-1,Cancel,-1,-1,-1,-1,21538
21540,2211,Add,M,Sell,-1,518,-1
21541,2313,Add,M,Buy,-1,270,-1
21542,1131,Add,L,Sell,206.27,229,-1
21543,-1,Cancel,-1,-1,-1,-1,21542
21544,2313,Add,L,Buy,179.96,320,-1
21545,-1,Cancel,-1,-1,-1,-1,21544
21546,2313,Add,L,Sell,82.26,289,-1
21547,1131,Add,M,Sell,-1,273,-1
21548,1131,Add,L,Buy,218.66,73,-1
21549,-1,Cancel,-1,-1,-1,-1,21546
21550,1131,Add,L,Buy,63.04,243,-1
21551,-1,Cancel,-1,-1,-1,-1,21550
21552,2313,Add,M,Buy,-1,271,-1
21553,2313,Add,M,Buy,-1,475,-1
21554,2211,Add,M,Sell,-1,121,-1
21555,-1,Cancel,-1,-1,-1,-1,21548
21556,1131,Add,L,Sell,129.97,538,-1
21557,-1,Cancel,-1,-1,-1,-1,21556
21558,2211,Add,L,Buy,52.06,108,-1
21559,1131,Add,L,Buy,235.02,120,-1
21560,-1,Cancel,-1,-1,-1,-1,21558
21561,2313,Add,L,Sell,229.96,508,-1
21562,1131,Add,L,Sell,109.82,334,-1
21563,1131,Add,L,Sell,67.15,121,-1
21564,1131,Add,M,Sell,-1,421,-1
21565,1131,Add,L,Buy,153.88,451,-1
21566,-1,Cancel,-1,-1,-1,-1,21559
21567,2313,Add,L,Sell,181.95,514,-1
21568,2313,Add,L,Sell,113.00,243,-1
21569,-1,Cancel,-1,-1,-1,-1,21565
21570,-1,Cancel,-1,-1,-1,-1,21562
21571,2313,Add,L,Sell,139.35,71,-1
21572,1131,Add,M,Sell,-1,484,-1
21573,1131,Add,L,Sell,135.65,383,-1
21574,-1,Cancel,-1,-1,-1,-1,21568
21575,-1,Cancel,-1,-1,-1,-1,21571
21576,-1,Cancel,-1,-1,-1,-1,21573
21577,-1,Cancel,-1,-1,-1,-1,21567
21578,-1,Cancel,-1,-1,-1,-1,21563
21579,-1,Cancel,-1,-1,-1,-1,21561
21580,2211,Add,L,Sell,211.92,510,-1
21581,-1,Cancel,-1,-1,-1,-1,21580
21582,1131,Add,M,Sell,-1,62,-1
21583,2313,Add,L,Sell,222.38,504,-1
21584,2211,Add,L,Sell,194.66,319,-1
21585,2313,Add,M,Buy,-1,476,-1
21586,1131,Add,L,Sell,127.96,184,-1
21587,2211,Add,L,Buy,93.20,101,-1
21588,-1,Cancel,-1,-1,-1,-1,21584
21589,2211,Add,L,Buy,142.33,224,-1
21590,-1,Cancel,-1,-1,-1,-1,21586
21591,-1,Cancel,-1,-1,-1,-1,21589
21592,2211,Add,L,Buy,199.05,560,-1
21593,-1,Cancel,-1,-1,-1,-1,21583
21594,-1,Cancel,-1,-1,-1,-1,21587
21595,1131,Add,L,Sell,211.07,541,-1
21596,2313,Add,L,Sell,148.64,75,-1
21597,2211,Add,M,Buy,-1,51,-1
21598,-1,Cancel,-1,-1,-1,-1,21592
21599,2211,Add,M,Buy,-1,361,-1
21600,-1,Cancel,-1,-1,-1,-1,21595
21601,1131,Add,L,Buy,188.18,565,-1
21602,-1,Cancel,-1,-1,-1,-1,21596
21603,-1,Cancel,-1,-1,-1,-1,21601
21604,1131,Add,M,Buy,-1,40,-1
21605,1131,Add,L,Buy,194.12,505,-1
21606,1131,Add,L,Sell,137.49,36,-1
21607,2313,Add,L,Buy,210.68,522,-1
21608,-1,Cancel,-1,-1,-1,-1,21607
21609,2211,Add,M,Buy,-1,589,-1
21610,2313,Add,M,Sell,-1,18,-1
21611,2313,Add,M,Sell,-1,285,-1
21612,-1,Cancel,-1,-1,-1,-1,21605
21613,-1,Cancel,-1,-1,-1,-1,21606
21614,2211,Add,L,Sell,43.06,488,-1
21615,-1,Cancel,-1,-1,-1,-1,21614
21616,2211,Add,L,Sell,175.15,554,-1
21617,2211,Add,M,Buy,-1,135,-1
21618,1131,Add,M,Buy,-1,578,-1
21619,-1,Cancel,-1,-1,-1,-1,21616
21620,1131,Add,M,Sell,-1,564,-1
21621,1131,Add,L,Buy,55.13,78,-1
21622,-1,Cancel,-1,-1,-1,-1,21621
21623,2313,Add,M,Sell,-1,145,-1
21624,2211,Add,L,Sell,185.10,457,-1
21625,-1,Cancel,-1,-1,-1,-1,21624
21626,2211,Add,L,Sell,71.26,267,-1
21627,-1,Cancel,-1,-1,-1,-1,21626
21628,1131,Add,L,Sell,60.65,186,-1
21629,2313,Add,L,Sell,141.73,157,-1
21630,2211,Add,L,Sell,183.76,40,-1
21631,-1,Cancel,-1,-1,-1,-1,21629
21632,-1,Cancel,-1,-1,-1,-1,21628
21633,-1,Cancel,-1,-1,-1,-1,21630
21634,1131,Add,L,Sell,146.99,521,-1
21635,-1,Cancel,-1,-1,-1,-1,21634
21636,2211,Add,M,Sell,-1,509,-1
21637,2313,Add,L,Sell,196.15,12,-1
21638,1131,Add,M,Sell,-1,23,-1
21639,-1,Cancel,-1,-1,-1,-1,21637
21640,2313,Add,L,Sell,82.53,232,-1
21641,2211,Add,L,Buy,108.32,320,-1
21642,-1,Cancel,-1,-1,-1,-1,21640
21643,2211,Add,L,Sell,161.07,202,-1
21644,-1,Cancel,-1,-1,-1,-1,21643
21645,1131,Add,L,Sell,212.12,589,-1
21646,-1,Cancel,-1,-1,-1,-1,21641
21647,2211,Add,L,Sell,151.34,493,-1
21648,-1,Cancel,-1,-1,-1,-1,21647
21649,2313,Add,L,Buy,141.95,484,-1
21650,-1,Cancel,-1,-1,-1,-1,21649
21651,1131,Add,L,Buy,150.58,133,-1
21652,2313,Add,L,Sell,109.43,445,-1
21653,2313,Add,M,Sell,-1,90,-1
21654,2313,Add,M,Sell,-1,298,-1
21655,-1,Cancel,-1,-1,-1,-1,21652
21656,-1,Cancel,-1,-1,-1,-1,21645
21657,-1,Cancel,-1,-1,-1,-1,21651
21658,2211,Add,M,Buy,-1,73,-1
21659,2211,Add,M,Sell,-1,5,-1
21660,2211,Add,L,Buy,199.83,261,-1
21661,-1,Cancel,-1,-1,-1,-1,21660
21662,2211,Add,M,Sell,-1,60,-1
21663,1131,Add,M,Buy,-1,496,-1
21664,2211,Add,M,Sell,-1,27,-1
21665,2211,Add,M,Sell,-1,332,-1
21666,2313,Add,L,Buy,170.57,305,-1
21667,2313,Add,L,Buy,165.66,93,-1
21668,2211,Add,L,Sell,197.61,509,-1
21669,2211,Add,M,Sell,-1,205,-1
21670,1131,Add,L,Sell,221.55,267,-1
21671,2211,Add,L,Sell,220.91,568,-1
21672,-1,Cancel,-1,-1,-1,-1,21671
21673,-1,Cancel,-1,-1,-1,-1,21666
21674,1131,Add,L,Sell,143.30,568,-1
21675,-1,Cancel,-1,-1,-1,-1,21674
21676,-1,Cancel,-1,-1,-1,-1,21670
21677,2211,Add,M,Buy,-1,187,-1
21678,-1,Cancel,-1,-1,-1,-1,21668
21679,-1,Cancel,-1,-1,-1,-1,21667
21680,2211,Add,L,Buy,161.87,297,-1
21681,-1,Cancel,-1,-1,-1,-1,21680
21682,2211,Add,L,Buy,226.55,390,-1
21683,2211,Add,M,Sell,-1,418,-1
21684,-1,Cancel,-1,-1,-1,-1,21682
21685,1131,Add,M,Sell,-1,314,-1
21686,2211,Add,L,Sell,46.27,532,-1
21687,2313,Add,L,Buy,53.52,123,-1
21688,-1,Cancel,-1,-1,-1,-1,21686
21689,-1,Cancel,-1,-1,-1,-1,21687
21690,2211,Add,L,Sell,63.23,496,-1
21691,-1,Cancel,-1,-1,-1,-1,21690
21692,1131,Add,M,Sell,-1,553,-1
21693,1131,Add,M,Sell,-1,565,-1
21694,1131,Add,L,Sell,165.61,56,-1
21695,2313,Add,L,Sell,197.88,99,-1
21696,-1,Cancel,-1,-1,-1,-1,21695
21697,-1,Cancel,-1,-1,-1,-1,21694
21698,1131,Add,L,Sell,184.17,113,-1
21699,2211,Add,M,Sell,-1,193,-1
21700,1131,Add,L,Buy,162.88,146,-1
21701,-1,Cancel,-1,-1,-1,-1,21700
21702,1131,Add,M,Buy,-1,486,-1
21703,-1,Cancel,-1,-1,-1,-1,21698
21704,2211,Add,L,Buy,155.91,110,-1
21705,2313,Add,L,Buy,237.43,227,-1
21706,2211,Add,L,Sell,80.29,265,-1
21707,-1,Cancel,-1,-1,-1,-1,21705
21708,2313,Add,L,Buy,115.02,259,-1
21709,-1,Cancel,-1,-1,-1,-1,21704
21710,2211,Add,L,Buy,65.58,437,-1
21711,1131,Add,M,Sell,-1,89,-1
21712,-1,Cancel,-1,-1,-1,-1,21710
21713,-1,Cancel,-1,-1,-1,-1,21706
21714,2211,Add,M,Sell,-1,305,-1
21715,2211,Add,L,Buy,45.64,330,-1
21716,2211,Add,M,Buy,-1,171,-1
21717,-1,Cancel,-1,-1,-1,-1,21708
21718,2211,Add,L,Sell,145.09,87,-1
21719,-1,Cancel,-1,-1,-1,-1,21715
21720,-1,Cancel,-1,-1,-1,-1,21718
21721,1131,Add,L,Buy,155.36,563,-1
21722,-1,Cancel,-1,-1,-1,-1,21721
21723,1131,Add,L,Sell,150.90,501,-1
21724,-1,Cancel,-1,-1,-1,-1,21723
21725,2313,Add,L,Buy,122.53,246,-1
21726,-1,Cancel,-1,-1,-1,-1,21725
21727,2211,Add,L,Buy,154.13,259,-1
21728,2313,Add,L,Sell,169.35,485,-1
21729,2313,Add,L,Buy,170.56,112,-1
21730,1131,Add,L,Sell,92.46,535,-1
21731,-1,Cancel,-1,-1,-1,-1,21729
21732,1131,Add,M,Buy,-1,129,-1
21733,-1,Cancel,-1,-1,-1,-1,21727
21734,-1,Cancel,-1,-1,-1,-1,21730
21735,1131,Add,M,Buy,-1,350,-1
21736,-1,Cancel,-1,-1,-1,-1,21728
21737,2211,Add,L,Sell,198.27,430,-1
21738,-1,Cancel,-1,-1,-1,-1,21737
21739,1131,Add,L,Buy,98.67,342,-1
21740,2211,Add,L,Buy,160.43,146,-1
21741,2211,Add,L,Sell,122.56,362,-1
21742,-1,Cancel,-1,-1,-1,-1,21740
21743,1131,Add,L,Buy,173.06,463,-1
21744,2313,Add,L,Buy,147.31,215,-1
21745,-1,Cancel,-1,-1,-1,-1,21744
21746,2211,Add,M,Buy,-1,12,-1
21747,-1,Cancel,-1,-1,-1,-1,21741
21748,-1,Cancel,-1,-1,-1,-1,21739
21749,2211,Add,M,Sell,-1,467,-1
21750,-1,Cancel,-1,-1,-1,-1,21743
21751,2313,Add,L,Sell,47.10,231,-1
21752,-1,Cancel,-1,-1,-1,-1,21751
21753,1131,Add,L,Sell,124.84,394,-1
21754,2313,Add,M,Buy,-1,512,-1
21755,-1,Cancel,-1,-1,-1,-1,21753
21756,1131,Add,L,Buy,120.08,455,-1
21757,-1,Cancel,-1,-1,-1,-1,21756
21758,1131,Add,M,Sell,-1,349,-1
21759,2313,Add,M,Sell,-1,569,-1
21760,2211,Add,L,Sell,46.20,323,-1
21761,-1,Cancel,-1,-1,-1,-1,21760
21762,2313,Add,L,Buy,192.68,553,-1
21763,-1,Cancel,-1,-1,-1,-1,21762
21764,2211,Add,M,Sell,-1,574,-1
21765,2313,Add,L,Sell,95.72,524,-1
21766,1131,Add,M,Buy,-1,489,-1
21767,-1,Cancel,-1,-1,-1,-1,21765
21768,2313,Add,M,Buy,-1,366,-1
21769,2211,Add,L,Buy,182.42,546,-1
21770,-1,Cancel,-1,-1,-1,-1,21769
21771,2211,Add,L,Sell,204.92,67,-1
21772,-1,Cancel,-1,-1,-1,-1,21771
21773,2313,Add,L,Buy,200.03,70,-1
21774,-1,Cancel,-1,-1,-1,-1,21773
21775,2313,Add,L,Sell,189.59,423,-1
21776,-1,Cancel,-1,-1,-1,-1,21775
21777,2313,Add,M,Buy,-1,429,-1
21778,1131,Add,M,Sell,-1,304,-1
21779,1131,Add,L,Sell,76.51,26,-1
21780,1131,Add,M,Buy,-1,427,-1
21781,-1,Cancel,-1,-1,-1,-1,21779
21782,2313,Add,L,Sell,232.59,317,-1
21783,2313,Add,L,Buy,183.48,520,-1
21784,2313,Add,M,Sell,-1,146,-1
21785,1131,Add,L,Sell,187.67,323,-1
21786,-1,Cancel,-1,-1,-1,-1,21785
21787,2313,Add,L,Buy,128.26,188,-1
21788,1131,Add,L,Sell,148.85,412,-1
21789,-1,Cancel,-1,-1,-1,-1,21782
21790,2211,Add,L,Sell,213.78,504,-1
21791,-1,Cancel,-1,-1,-1,-1,21783
21792,-1,Cancel,-1,-1,-1,-1,21790
21793,2211,Add,L,Buy,138.52,526,-1
21794,-1,Cancel,-1,-1,-1,-1,21788
21795,-1,Cancel,-1,-1,-1,-1,21793
21796,-1,Cancel,-1,-1,-1,-1,21787
21797,2313,Add,M,Sell,-1,318,-1
21798,2211,Add,M,Sell,-1,387,-1
21799,2313,Add,L,Sell,49.22,153,-1
21800,-1,Cancel,-1,-1,-1,-1,21799
21801,1131,Add,L,Buy,211.30,495,-1
21802,2313,Add,L,Sell,237.48,278,-1
21803,-1,Cancel,-1,-1,-1,-1,21801
21804,-1,Cancel,-1,-1,-1,-1,21802
21805,1131,Add,L,Buy,188.88,23,-1
21806,1131,Add,L,Buy,165.81,539,-1
21807,2313,Add,L,Buy,185.87,511,-1
21808,-1,Cancel,-1,-1,-1,-1,21805
21809,-1,Cancel,-1,-1,-1,-1,21806
21810,-1,Cancel,-1,-1,-1,-1,21807
21811,2313,Add,L,Sell,171.10,147,-1
21812,-1,Cancel,-1,-1,-1,-1,21811
21813,2211,Add,M,Buy,-1,165,-1
21814,2211,Add,L,Sell,133.93,92,-1
21815,-1,Cancel,-1,-1,-1,-1,21814
21816,2313,Add,L,Sell,101.31,46,-1
21817,1131,Add,L,Buy,208.36,533,-1
21818,-1,Cancel,-1,-1,-1,-1,21816
21819,2313,Add,L,Buy,200.44,427,-1
21820,-1,Cancel,-1,-1,-1,-1,21817
21821,-1,Cancel,-1,-1,-1,-1,21819
21822,1131,Add,L,Buy,189.00,77,-1
21823,2313,Add,L,Sell,74.59,387,-1
21824,1131,Add,L,Buy,220.43,70,-1
21825,1131,Add,L,Sell,69.29,1,-1
21826,2211,Add,L,Sell,102.48,133,-1
21827,-1,Cancel,-1,-1,-1,-1,21826
21828,2313,Add,L,Buy,218.91,316,-1
21829,-1,Cancel,-1,-1,-1,-1,21828
21830,-1,Cancel,-1,-1,-1,-1,21824
21831,-1,Cancel,-1,-1,-1,-1,21822
21832,-1,Cancel,-1,-1,-1,-1,21823
21833,-1,Cancel,-1,-1,-1,-1,21825
21834,2211,Add,M,Buy,-1,11,-1
21835,1131,Add,L,Buy,226.89,148,-1
21836,2313,Add,L,Buy,194.74,525,-1
21837,1131,Add,M,Buy,-1,76,-1
21838,1131,Add,L,Sell,206.55,500,-1
21839,2313,Add,M,Sell,-1,155,-1
21840,2211,Add,L,Sell,94.76,452,-1
21841,2211,Add,L,Sell,101.63,24,-1
21842,2211,Add,M,Buy,-1,96,-1
21843,-1,Cancel,-1,-1,-1,-1,21841
21844,-1,Cancel,-1,-1,-1,-1,21840
21845,1131,Add,L,Buy,141.74,37,-1
21846,-1,Cancel,-1,-1,-1,-1,21838
21847,2313,Add,L,Buy,74.75,127,-1
21848,-1,Cancel,-1,-1,-1,-1,21836
21849,2211,Add,M,Buy,-1,301,-1
21850,-1,Cancel,-1,-1,-1,-1,21847
21851,2313,Add,L,Sell,86.14,14,-1
21852,-1,Cancel,-1,-1,-1,-1,21845
21853,-1,Cancel,-1,-1,-1,-1,21835
21854,1131,Add,M,Sell,-1,261,-1
21855,1131,Add,L,Sell,233.36,116,-1
21856,2313,Add,L,Sell,93.35,194,-1
21857,2313,Add,M,Buy,-1,88,-1
21858,-1,Cancel,-1,-1,-1,-1,21856
21859,1131,Add,L,Buy,96.19,407,-1
21860,1131,Add,L,Sell,191.94,532,-1
21861,-1,Cancel,-1,-1,-1,-1,21859
21862,-1,Cancel,-1,-1,-1,-1,21851
21863,-1,Cancel,-1,-1,-1,-1,21860
21864,-1,Cancel,-1,-1,-1,-1,21855
21865,1131,Add,L,Buy,95.68,234,-1
21866,-1,Cancel,-1,-1,-1,-1,21865
21867,1131,Add,M,Buy,-1,577,-1
21868,2211,Add,M,Sell,-1,247,-1
21869,2313,Add,L,Sell,163.55,476,-1
21870,2313,Add,L,Sell,218.96,502,-1
21871,-1,Cancel,-1,-1,-1,-1,21870
21872,-1,Cancel,-1,-1,-1,-1,21869
21873,2313,Add,L,Sell,129.58,439,-1
21874,1131,Add,M,Sell,-1,124,-1
21875,2313,Add,L,Buy,149.58,318,-1
21876,2313,Add,L,Buy,232.44,134,-1
21877,2211,Add,M,Buy,-1,548,-1
21878,1131,Add,M,Buy,-1,277,-1
21879,-1,Cancel,-1,-1,-1,-1,21875
21880,2211,Add,L,Sell,208.94,309,-1
21881,-1,Cancel,-1,-1,-1,-1,21876
21882,-1,Cancel,-1,-1,-1,-1,21880
21883,2313,Add,L,Buy,121.37,511,-1
21884,2313,Add,L,Sell,168.62,342,-1
21885,2313,Add,L,Sell,105.45,541,-1
21886,-1,Cancel,-1,-1,-1,-1,21873
21887,-1,Cancel,-1,-1,-1,-1,21883
21888,-1,Cancel,-1,-1,-1,-1,21884
21889,1131,Add,L,Sell,215.04,379,-1
21890,-1,Cancel,-1,-1,-1,-1,21885
21891,-1,Cancel,-1,-1,-1,-1,21889
21892,2211,Add,M,Buy,-1,500,-1
21893,2211,Add,L,Sell,186.22,181,-1
21894,2313,Add,L,Sell,41.55,585,-1
21895,-1,Cancel,-1,-1,-1,-1,21893
21896,1131,Add,L,Buy,236.75,423,-1
21897,-1,Cancel,-1,-1,-1,-1,21896
21898,-1,Cancel,-1,-1,-1,-1,21894
21899,2313,Add,L,Buy,190.51,65,-1
21900,2211,Add,L,Buy,113.55,464,-1
21901,1131,Add,L,Buy,50.29,340,-1
21902,-1,Cancel,-1,-1,-1,-1,21899
21903,-1,Cancel,-1,-1,-1,-1,21900
21904,-1,Cancel,-1,-1,-1,-1,21901
21905,2313,Add,L,Buy,44.84,237,-1
21906,2313,Add,L,Sell,209.96,122,-1
21907,2313,Add,L,Buy,138.50,351,-1
21908,1131,Add,L,Buy,191.42,335,-1
21909,2313,Add,L,Buy,67.25,538,-1
21910,2211,Add,M,Buy,-1,268,-1
21911,2313,Add,L,Sell,102.62,314,-1
21912,-1,Cancel,-1,-1,-1,-1,21905
21913,-1,Cancel,-1,-1,-1,-1,21907
21914,-1,Cancel,-1,-1,-1,-1,21911
21915,-1,Cancel,-1,-1,-1,-1,21908
21916,1131,Add,M,Buy,-1,91,-1
21917,2211,Add,L,Buy,98.06,174,-1
21918,-1,Cancel,-1,-1,-1,-1,21906
21919,-1,Cancel,-1,-1,-1,-1,21909
21920,-1,Cancel,-1,-1,-1,-1,21917
21921,2313,Add,L,Sell,204.70,34,-1
21922,-1,Cancel,-1,-1,-1,-1,21921
21923,2211,Add,L,Buy,225.00,72,-1
21924,-1,Cancel,-1,-1,-1,-1,21923
21925,2211,Add,L,Sell,58.35,528,-1
21926,1131,Add,M,Sell,-1,304,-1
21927,1131,Add,L,Sell,74.85,569,-1
21928,1131,Add,L,Buy,107.61,412,-1
21929,2211,Add,L,Sell,177.94,344,-1
21930,-1,Cancel,-1,-1,-1,-1,21928
21931,2211,Add,L,Buy,43.86,104,-1
21932,2313,Add,L,Buy,91.24,39,-1
21933,2211,Add,M,Buy,-1,543,-1
21934,-1,Cancel,-1,-1,-1,-1,21927
21935,1131,Add,L,Sell,173.14,403,-1
21936,-1,Cancel,-1,-1,-1,-1,21932
21937,2313,Add,L,Buy,186.29,164,-1
21938,-1,Cancel,-1,-1,-1,-1,21925
21939,-1,Cancel,-1,-1,-1,-1,21937
21940,2313,Add,L,Buy,97.85,92,-1
21941,2313,Add,L,Sell,160.81,577,-1
21942,-1,Cancel,-1,-1,-1,-1,21940
21943,2211,Add,L,Buy,97.48,496,-1
21944,-1,Cancel,-1,-1,-1,-1,21931
21945,-1,Cancel,-1,-1,-1,-1,21935
21946,2313,Add,L,Sell,217.88,583,-1
21947,-1,Cancel,-1,-1,-1,-1,21946
21948,2313,Add,M,Buy,-1,367,-1
21949,-1,Cancel,-1,-1,-1,-1,21929
21950,1131,Add,L,Sell,88.03,84,-1
21951,1131,Add,L,Buy,164.37,69,-1
21952,1131,Add,L,Sell,53.43,299,-1
21953,-1,Cancel,-1,-1,-1,-1,21950
21954,-1,Cancel,-1,-1,-1,-1,21943
21955,-1,Cancel,-1,-1,-1,-1,21951
21956,-1,Cancel,-1,-1,-1,-1,21941
21957,-1,Cancel,-1,-1,-1,-1,21952
21958,2313,Add,L,Buy,139.20,295,-1
21959,2313,Add,L,Sell,142.09,259,-1
21960,-1,Cancel,-1,-1,-1,-1,21959
21961,-1,Cancel,-1,-1,-1,-1,21958
21962,2211,Add,L,Sell,66.06,234,-1
21963,-1,Cancel,-1,-1,-1,-1,21962
21964,2211,Add,M,Sell,-1,319,-1
21965,1131,Add,M,Buy,-1,541,-1
21966,1131,Add,L,Sell,221.01,19,-1
21967,-1,Cancel,-1,-1,-1,-1,21966
21968,1131,Add,M,Sell,-1,470,-1
21969,2211,Add,L,Sell,86.52,315,-1
21970,2211,Add,M,Buy,-1,475,-1
21971,-1,Cancel,-1,-1,-1,-1,21969
21972,1131,Add,M,Sell,-1,423,-1
21973,2211,Add,L,Buy,136.69,244,-1
21974,1131,Add,L,Sell,83.27,319,-1
21975,1131,Add,L,Buy,77.48,296,-1
21976,-1,Cancel,-1,-1,-1,-1,21975
21977,1131,Add,M,Sell,-1,279,-1
21978,-1,Cancel,-1,-1,-1,-1,21973
21979,2313,Add,L,Buy,93.16,476,-1
21980,-1,Cancel,-1,-1,-1,-1,21974
21981,-1,Cancel,-1,-1,-1,-1,21979
21982,1131,Add,M,Sell,-1,457,-1
21983,2313,Add,L,Sell,119.80,231,-1
21984,-1,Cancel,-1,-1,-1,-1,21983
21985,2211,Add,L,Buy,61.85,289,-1
21986,-1,Cancel,-1,-1,-1,-1,21985
21987,2313,Add,M,Buy,-1,6,-1
21988,2211,Add,M,Sell,-1,2,-1
21989,2211,Add,M,Buy,-1,89,-1
21990,2211,Add,L,Sell,55.54,365,-1
21991,-1,Cancel,-1,-1,-1,-1,21990
21992,2313,Add,L,Buy,119.30,258,-1
21993,-1,Cancel,-1,-1,-1,-1,21992
21994,2211,Add,M,Sell,-1,265,-1
21995,2313,Add,M,Sell,-1,396,-1
21996,2313,Add,L,Buy,109.72,275,-1
21997,1131,Add,L,Buy,142.33,249,-1
21998,2313,Add,L,Buy,104.80,64,-1
21999,2313,Add,L,Buy,191.00,559,-1
22000,1131,Add,L,Buy,85.04,590,-1
22001,1131,Add,L,Buy,86.64,41,-1
22002,-1,Cancel,-1,-1,-1,-1,21996
22003,2211,Add,L,Buy,128.47,441,-1
22004,2211,Add,M,Buy,-1,246,-1
22005,-1,Cancel,-1,-1,-1,-1,22001
22006,-1,Cancel,-1,-1,-1,-1,22000
22007,-1,Cancel,-1,-1,-1,-1,21998
22008,-1,Cancel,-1,-1,-1,-1,22003
22009,1131,Add,L,Buy,76.61,205,-1
22010,-1,Cancel,-1,-1,-1,-1,22009
22011,-1,Cancel,-1,-1,-1,-1,21997
22012,-1,Cancel,-1,-1,-1,-1,21999
22013,2313,Add,M,Buy,-1,34,-1
22014,2211,Add,L,Buy,203.92,304,-1
22015,1131,Add,L,Buy,71.05,504,-1
22016,2313,Add,M,Sell,-1,419,-1
22017,1131,Add,L,Buy,115.36,74,-1
22018,2211,Add,M,Sell,-1,218,-1
22019,1131,Add,L,Sell,166.70,91,-1
22020,-1,Cancel,-1,-1,-1,-1,22015
22021,1131,Add,L,Sell,188.24,84,-1
22022,2313,Add,L,Buy,50.26,515,-1
22023,2313,Add,M,Buy,-1,165,-1
22024,2211,Add,L,Sell,79.90,128,-1
22025,-1,Cancel,-1,-1,-1,-1,22017
22026,2313,Add,M,Sell,-1,433,-1
22027,2313,Add,L,Sell,225.32,215,-1
22028,2313,Add,L,Buy,176.24,251,-1
22029,2211,Add,L,Buy,172.24,314,-1
22030,-1,Cancel,-1,-1,-1,-1,22019
22031,-1,Cancel,-1,-1,-1,-1,22028
22032,-1,Cancel,-1,-1,-1,-1,22021
22033,2313,Add,M,Buy,-1,282,-1
22034,2211,Add,L,Sell,195.77,420,-1
22035,1131,Add,L,Buy,202.26,120,-1
22036,-1,Cancel,-1,-1,-1,-1,22027
22037,1131,Add,L,Buy,221.21,532,-1
22038,-1,Cancel,-1,-1,-1,-1,22034
22039,1131,Add,L,Sell,217.46,208,-1
22040,2211,Add,L,Sell,220.19,399,-1
22041,2211,Add,L,Buy,110.74,450,-1
22042,-1,Cancel,-1,-1,-1,-1,22029
22043,-1,Cancel,-1,-1,-1,-1,22039
22044,-1,Cancel,-1,-1,-1,-1,22014
22045,-1,Cancel,-1,-1,-1,-1,22022
22046,2313,Add,L,Buy,234.96,503,-1
22047,-1,Cancel,-1,-1,-1,-1,22046
22048,-1,Cancel,-1,-1,-1,-1,22035
22049,1131,Add,L,Buy,198.74,313,-1
22050,-1,Cancel,-1,-1,-1,-1,22037
22051,-1,Cancel,-1,-1,-1,-1,22049
22052,1131,Add,L,Sell,223.56,100,-1
22053,1131,Add,L,Buy,54.28,276,-1
22054,-1,Cancel,-1,-1,-1,-1,22052
22055,-1,Cancel,-1,-1,-1,-1,22053
22056,2211,Add,L,Buy,55.46,497,-1
22057,-1,Cancel,-1,-1,-1,-1,22040
22058,2211,Add,L,Buy,97.16,183,-1
22059,1131,Add,M,Sell,-1,73,-1
22060,-1,Cancel,-1,-1,-1,-1,22041
22061,-1,Cancel,-1,-1,-1,-1,22058
22062,2211,Add,L,Buy,170.19,515,-1
22063,-1,Cancel,-1,-1,-1,-1,22024
22064,-1,Cancel,-1,-1,-1,-1,22056
22065,-1,Cancel,-1,-1,-1,-1,22062
22066,1131,Add,L,Buy,150.98,295,-1
22067,-1,Cancel,-1,-1,-1,-1,22066
22068,2211,Add,L,Buy,125.00,13,-1
22069,1131,Add,L,Buy,117.27,382,-1
22070,-1,Cancel,-1,-1,-1,-1,22069
22071,2211,Add,M,Buy,-1,110,-1
22072,1131,Add,M,Buy,-1,157,-1
22073,-1,Cancel,-1,-1,-1,-1,22068
22074,1131,Add,M,Buy,-1,571,-1
22075,2211,Add,M,Buy,-1,247,-1
22076,1131,Add,L,Sell,59.54,291,-1
22077,-1,Cancel,-1,-1,-1,-1,22076
22078,2211,Add,M,Sell,-1,28,-1
22079,2211,Add,L,Sell,199.23,211,-1
22080,-1,Cancel,-1,-1,-1,-1,22079
22081,2313,Add,L,Buy,167.88,154,-1
22082,2211,Add,M,Buy,-1,8,-1
22083,2313,Add,L,Buy,109.96,274,-1
22084,-1,Cancel,-1,-1,-1,-1,22081
22085,2211,Add,L,Buy,53.42,376,-1
22086,-1,Cancel,-1,-1,-1,-1,22083
22087,2313,Add,M,Buy,-1,150,-1
22088,2211,Add,L,Buy,140.68,384,-1
22089,-1,Cancel,-1,-1,-1,-1,22088
22090,-1,Cancel,-1,-1,-1,-1,22085
22091,2211,Add,L,Sell,228.04,575,-1
22092,-1,Cancel,-1,-1,-1,-1,22091
22093,2211,Add,L,Sell,85.51,454,-1
22094,-1,Cancel,-1,-1,-1,-1,22093
22095,2211,Add,L,Sell,227.78,572,-1
22096,2211,Add,L,Sell,139.64,97,-1
22097,1131,Add,L,Sell,214.85,169,-1
22098,1131,Add,L,Sell,224.79,395,-1
22099,-1,Cancel,-1,-1,-1,-1,22096
22100,1131,Add,L,Sell,94.76,379,-1
22101,2211,Add,L,Buy,136.91,408,-1
22102,2211,Add,M,Buy,-1,220,-1
22103,-1,Cancel,-1,-1,-1,-1,22100
22104,-1,Cancel,-1,-1,-1,-1,22095
22105,1131,Add,M,Buy,-1,210,-1
