ID,Ticker,Type,Side,Price,Volume
18462,1131,L,Sell,73.1,105
18463,2211,L,Sell,92.6,29
18464,1131,L,Sell,74.4,98
18465,1131,L,Buy,73.9,92
18466,1131,L,Buy,73.9,100
18467,2211,L,Buy,92.2,15
18468,2211,L,Buy,92.2,23
18469,2313,M,Sell,-1.0,514
18470,1131,L,Sell,73.9,93
18471,2313,L,Sell,76.9,471
18472,2211,L,Sell,92.1,8
18473,2211,L,Sell,92.2,28
18474,1131,L,Sell,73.2,98
18475,2211,L,Buy,92.5,28
18476,1131,L,Sell,73.4,110
18477,2313,L,Sell,77.8,475
18478,1131,M,Sell,-1.0,107
18479,1131,L,Sell,73.6,103
18480,1131,L,Sell,74.3,96
18481,1131,L,Sell,75.4,106
18482,2211,M,Sell,-1.0,19
18483,1131,L,Buy,75.4,111
18484,1131,L,Sell,75.7,103
18485,2313,L,Sell,77.4,493
18486,2211,L,Sell,92.5,18
18487,2211,L,Sell,92.6,15
18488,2313,L,Sell,77.2,492
18489,2313,L,Sell,76.8,439
18490,2211,L,Sell,92.7,31
18491,2211,L,Buy,92.3,13
18492,2211,L,Sell,92.1,5
18493,2211,M,Sell,-1.0,18
18494,2313,L,Buy,77.7,495
18495,2211,L,Buy,92.0,9
18496,2313,L,Sell,76.1,485
18497,2313,L,Buy,75.4,523
18498,2313,M,Sell,-1.0,471
18499,1131,L,Buy,75.8,109
18500,2313,L,Buy,75.7,474
18501,1131,L,Sell,75.9,95
18502,2313,M,Sell,-1.0,516
18503,1131,L,Sell,75.9,105
18504,2211,L,Buy,91.7,8
18505,2313,L,Sell,76.5,496
18506,2313,L,Buy,76.5,493
18507,1131,M,Sell,-1.0,88
18508,2211,L,Buy,91.6,25
18509,2313,L,Buy,75.2,507
18510,1131,M,Buy,-1.0,111
18511,2313,L,Sell,76.4,469
18512,2313,M,Buy,-1.0,474
18513,2313,L,Sell,76.5,475
18514,2313,L,Buy,76.1,489
18515,2211,L,Buy,91.5,20
18516,2211,L,Buy,91.4,28
18517,2211,L,Buy,91.5,5
18518,1131,M,Sell,-1.0,106
18519,2313,L,Sell,76.9,491
18520,2313,L,Buy,77.6,492
18521,1131,M,Buy,-1.0,90
18522,2211,L,Buy,91.4,19
18523,2313,L,Buy,77.5,514
18524,2313,L,Buy,78.1,516
18525,1131,L,Sell,77.4,110
18526,2313,L,Sell,78.2,481
18527,2211,L,Buy,91.2,36
18528,2211,M,Sell,-1.0,12
18529,2211,L,Buy,91.2,24
18530,2313,L,Buy,77.5,495
18531,1131,L,Buy,77.7,104
18532,1131,L,Sell,77.9,95
18533,1131,L,Buy,78.8,112
18534,2211,M,Buy,-1.0,17
18535,2313,L,Buy,76.8,501
18536,2313,M,Sell,-1.0,516
18537,2313,L,Sell,76.7,510
18538,2211,L,Sell,90.9,24
18539,2211,L,Sell,90.8,37
18540,1131,L,Buy,79.2,128
18541,2211,L,Sell,91.3,19
18542,2313,L,Sell,76.8,477
18543,2211,L,Sell,91.5,25
18544,2211,M,Sell,-1.0,27
18545,2313,L,Buy,76.6,474
18546,2211,L,Sell,91.8,23
18547,2313,L,Sell,77.1,496
18548,2211,L,Sell,91.9,20
18549,2211,L,Buy,91.6,34
18550,2211,L,Sell,91.7,9
18551,1131,L,Buy,78.6,111
18552,1131,L,Buy,79.3,78
18553,1131,L,Sell,78.3,108
18554,2211,L,Buy,91.9,26
18555,1131,L,Sell,78.4,100
18556,2313,M,Buy,-1.0,512
18557,2313,L,Sell,76.1,467
18558,2211,M,Buy,-1.0,11
18559,2313,M,Sell,-1.0,520
18560,2211,L,Sell,91.8,20
18561,2211,L,Sell,91.7,6
18562,2211,L,Buy,91.3,20
18563,2313,M,Buy,-1.0,489
18564,2211,L,Sell,91.4,8
18565,2211,L,Sell,91.7,11
18566,1131,L,Sell,78.8,77
18567,2211,L,Sell,91.6,14
18568,2313,L,Buy,74.3,483
18569,2313,M,Sell,-1.0,505
18570,2313,L,Buy,73.7,463
18571,1131,M,Buy,-1.0,115
18572,2211,L,Buy,91.7,17
18573,2313,L,Sell,74.4,487
18574,1131,M,Buy,-1.0,101
18575,1131,L,Buy,79.7,91
18576,2313,L,Buy,74.8,505
18577,2211,L,Sell,91.8,15
18578,1131,L,Buy,79.9,106
18579,2211,M,Buy,-1.0,12
18580,2313,L,Buy,75.0,475
18581,2211,L,Buy,91.8,30
18582,2211,L,Buy,91.9,13
18583,2211,L,Buy,92.1,5
18584,1131,L,Buy,79.4,104
18585,2211,L,Sell,92.3,21
18586,2313,L,Sell,75.2,516
18587,2313,M,Sell,-1.0,512
18588,2211,L,Sell,92.3,19
18589,1131,L,Sell,79.7,107
18590,2313,L,Sell,75.5,511
18591,1131,L,Sell,79.2,105
18592,1131,L,Buy,78.9,79
18593,1131,L,Buy,77.9,88
18594,1131,L,Sell,78.0,77
18595,1131,M,Sell,-1.0,100
18596,2313,M,Buy,-1.0,491
18597,2211,L,Buy,92.3,14
18598,2211,L,Sell,92.4,28
18599,2313,L,Sell,75.8,493
18600,1131,M,Buy,-1.0,87
18601,2211,L,Buy,92.6,25
18602,2313,L,Buy,75.7,509
18603,1131,L,Buy,79.1,94
18604,1131,L,Buy,78.7,100
18605,2313,L,Buy,75.1,529
18606,2211,L,Buy,92.6,18
18607,2313,L,Buy,75.2,487
18608,1131,M,Sell,-1.0,101
18609,2211,M,Buy,-1.0,29
18610,2313,L,Buy,75.1,542
18611,1131,L,Buy,78.5,106
18612,2313,M,Buy,-1.0,466
18613,2211,L,Buy,92.9,22
18614,1131,L,Sell,78.9,100
18615,1131,L,Buy,79.1,83
18616,1131,L,Buy,79.6,102
18617,1131,L,Buy,80.4,94
18618,2211,L,Buy,93.0,20
18619,2211,L,Sell,92.8,22
18620,1131,L,Buy,80.8,97
18621,1131,M,Buy,-1.0,110
18622,2211,L,Buy,92.3,30
18623,2313,M,Buy,-1.0,543
18624,1131,M,Sell,-1.0,116
18625,2313,L,Sell,74.8,483
18626,1131,M,Buy,-1.0,99
18627,1131,L,Buy,79.9,88
18628,2313,L,Buy,75.4,480
18629,1131,L,Sell,80.1,91
18630,1131,L,Sell,80.8,103
18631,2211,L,Sell,92.2,11
18632,1131,M,Sell,-1.0,78
18633,2313,L,Sell,75.0,499
18634,2211,M,Sell,-1.0,31
18635,2211,L,Buy,92.5,37
18636,2313,M,Buy,-1.0,480
18637,1131,M,Buy,-1.0,103
18638,1131,L,Buy,81.6,104
18639,1131,L,Sell,81.5,100
18640,1131,L,Sell,82.3,97
18641,2313,M,Sell,-1.0,490
18642,2313,L,Buy,74.8,522
18643,2211,L,Sell,92.4,25
18644,1131,L,Sell,81.5,98
18645,1131,L,Sell,82.0,86
18646,2313,M,Buy,-1.0,485
18647,1131,L,Buy,82.5,82
18648,1131,L,Sell,81.8,104
18649,1131,L,Sell,81.8,93
18650,1131,L,Sell,81.4,112
18651,1131,L,Buy,80.5,105
18652,2211,L,Buy,92.5,17
18653,2211,L,Sell,92.3,16
18654,2313,L,Buy,74.2,490
18655,2313,L,Buy,73.4,511
18656,2211,M,Buy,-1.0,16
18657,2313,L,Sell,73.0,522
18658,2211,L,Sell,92.6,19
18659,2211,L,Sell,92.7,38
18660,2211,L,Sell,92.3,22
18661,2313,M,Sell,-1.0,523
18662,2313,L,Sell,72.4,514
18663,1131,L,Buy,81.3,103
18664,2313,L,Sell,72.1,493
18665,2313,L,Buy,71.4,481
18666,2313,L,Buy,71.4,523
18667,2313,L,Sell,71.8,473
18668,1131,M,Sell,-1.0,113
18669,1131,L,Buy,81.7,96
18670,1131,L,Buy,81.9,101
18671,1131,L,Buy,81.4,100
18672,1131,L,Buy,81.4,90
18673,1131,L,Sell,81.5,105
18674,2313,L,Sell,71.1,526
18675,2211,L,Sell,92.9,2
18676,2211,L,Sell,92.9,32
18677,1131,L,Buy,82.6,104
18678,2211,L,Sell,93.1,7
18679,2313,M,Sell,-1.0,517
18680,1131,L,Buy,82.5,107
18681,1131,L,Sell,82.3,90
18682,2313,M,Buy,-1.0,476
18683,1131,L,Sell,82.7,105
18684,1131,L,Sell,82.1,86
18685,2313,M,Sell,-1.0,489
18686,1131,L,Buy,82.2,109
18687,1131,L,Sell,82.6,93
18688,2313,L,Sell,69.7,520
18689,2313,L,Buy,69.4,504
18690,2313,L,Buy,68.9,503
18691,2313,L,Buy,68.8,503
18692,1131,M,Buy,-1.0,81
18693,2211,L,Sell,93.5,32
18694,2313,L,Sell,68.9,493
18695,2313,L,Sell,69.8,485
18696,2211,L,Sell,93.3,29
18697,2313,L,Buy,70.1,506
18698,2313,L,Buy,71.3,484
18699,1131,L,Sell,82.0,111
18700,2313,L,Sell,71.3,467
18701,2211,L,Buy,93.3,17
18702,2211,L,Buy,93.4,18
18703,1131,M,Sell,-1.0,95
18704,2313,M,Sell,-1.0,485
18705,1131,M,Buy,-1.0,115
18706,2211,L,Buy,93.4,27
18707,2211,L,Sell,93.6,22
18708,2211,L,Buy,93.4,13
18709,2313,L,Buy,71.5,494
18710,2211,L,Sell,93.4,28
18711,2313,L,Sell,72.2,473
18712,2313,M,Buy,-1.0,493
18713,2211,L,Sell,93.5,25
18714,2211,L,Buy,93.6,35
18715,2211,L,Buy,93.7,18
18716,1131,L,Buy,81.1,89
18717,2313,L,Buy,71.9,487
18718,2313,L,Sell,71.8,464
18719,2313,L,Sell,71.5,520
18720,2313,L,Buy,71.2,509
18721,2211,L,Buy,93.9,27
18722,2211,L,Sell,94.3,35
18723,1131,L,Buy,80.7,107
18724,2211,L,Buy,94.3,31
18725,1131,L,Sell,80.6,93
18726,2211,M,Sell,-1.0,27
18727,2211,L,Sell,93.8,12
18728,1131,L,Buy,80.8,96
18729,2211,L,Sell,94.0,20
18730,1131,L,Buy,81.0,100
18731,2211,M,Sell,-1.0,42
18732,2313,M,Sell,-1.0,497
18733,2211,M,Sell,-1.0,5
18734,2211,L,Sell,93.7,8
18735,2211,M,Buy,-1.0,14
18736,2313,L,Sell,71.2,512
18737,1131,L,Sell,81.3,115
18738,2313,L,Sell,72.0,516
18739,2211,L,Buy,94.0,21
18740,1131,L,Buy,80.8,99
18741,2313,L,Buy,72.3,531
18742,1131,M,Buy,-1.0,86
18743,1131,L,Buy,81.0,92
18744,1131,L,Buy,80.6,111
18745,2211,L,Sell,94.1,5
18746,2211,L,Sell,93.7,33
18747,2211,L,Buy,93.8,7
18748,2211,M,Buy,-1.0,16
18749,2211,L,Sell,94.0,26
18750,2211,L,Buy,93.7,14
18751,2313,L,Buy,73.1,534
18752,2211,M,Buy,-1.0,24
18753,2313,L,Buy,73.6,503
18754,1131,L,Sell,80.0,107
18755,2313,L,Sell,74.4,513
18756,1131,L,Sell,80.4,101
18757,2211,M,Sell,-1.0,7
18758,2313,M,Sell,-1.0,486
18759,1131,M,Sell,-1.0,112
18760,1131,L,Buy,81.2,100
18761,2211,M,Buy,-1.0,9
18762,2211,L,Buy,93.7,29
18763,2211,L,Sell,93.5,19
18764,2211,L,Buy,93.5,18
18765,2313,L,Buy,76.1,543
18766,1131,L,Buy,80.9,91
18767,1131,L,Sell,80.7,96
18768,2211,L,Buy,93.4,24
18769,2313,L,Sell,76.7,472
18770,2313,L,Sell,76.3,492
18771,2313,L,Sell,76.0,508
18772,2211,L,Buy,93.3,35
18773,2313,L,Sell,76.8,483
18774,2313,L,Sell,76.1,516
18775,2211,L,Buy,93.2,7
18776,1131,L,Sell,80.8,82
18777,2313,L,Sell,74.9,487
18778,2313,M,Sell,-1.0,482
18779,1131,L,Sell,80.0,89
18780,2211,L,Sell,93.2,14
18781,2313,L,Buy,74.7,480
18782,1131,L,Buy,79.6,84
18783,2313,L,Sell,75.4,514
18784,1131,L,Buy,79.9,91
18785,2211,M,Sell,-1.0,28
18786,1131,L,Sell,80.4,115
18787,2211,L,Sell,93.1,21
18788,2313,L,Sell,75.0,497
18789,2313,L,Buy,75.2,491
18790,1131,L,Buy,80.8,110
18791,2211,L,Sell,93.2,18
18792,2313,M,Buy,-1.0,486
18793,2211,L,Buy,93.2,28
18794,1131,M,Buy,-1.0,95
18795,2313,L,Sell,75.6,517
18796,2211,L,Buy,93.4,22
18797,1131,L,Sell,80.1,98
18798,2211,L,Buy,93.4,30
18799,2313,L,Sell,75.3,510
18800,1131,M,Sell,-1.0,100
18801,2211,L,Sell,93.7,8
18802,2313,L,Sell,76.0,494
18803,2313,L,Buy,75.9,522
18804,2211,M,Buy,-1.0,30
18805,2313,M,Sell,-1.0,519
18806,2211,M,Sell,-1.0,16
18807,2313,L,Sell,77.7,503
18808,2211,L,Sell,94.2,15
18809,2313,L,Sell,77.8,521
18810,2211,L,Sell,94.0,7
18811,2211,L,Sell,93.7,13
18812,2211,M,Sell,-1.0,27
18813,2211,L,Sell,93.3,24
18814,1131,L,Buy,79.5,125
18815,2211,L,Sell,93.2,10
18816,1131,L,Sell,80.1,89
18817,2211,M,Buy,-1.0,37
18818,2313,M,Sell,-1.0,495
18819,1131,L,Sell,80.2,84
18820,2313,L,Sell,77.4,470
18821,2313,M,Sell,-1.0,506
18822,2313,M,Buy,-1.0,498
18823,2313,L,Buy,77.6,485
18824,2211,L,Sell,93.3,14
18825,2211,L,Buy,93.1,24
18826,2313,M,Sell,-1.0,485
18827,1131,L,Sell,79.8,98
18828,2313,L,Sell,75.7,469
18829,1131,L,Sell,80.1,103
18830,2313,L,Sell,75.9,445
18831,2211,L,Sell,93.5,23
18832,1131,L,Sell,80.0,111
18833,2211,L,Buy,93.7,26
18834,2211,M,Buy,-1.0,22
18835,1131,L,Buy,80.4,104
18836,1131,L,Buy,80.7,106
18837,2313,L,Sell,76.7,491
18838,1131,L,Sell,81.3,113
18839,2313,M,Buy,-1.0,498
18840,1131,M,Sell,-1.0,95
18841,1131,L,Buy,82.2,102
18842,2211,L,Buy,93.7,32
18843,1131,L,Sell,82.1,101
18844,2313,L,Sell,76.4,502
18845,2211,L,Buy,93.9,27
18846,1131,M,Buy,-1.0,91
18847,2313,M,Buy,-1.0,496
18848,2211,L,Sell,93.8,16
18849,1131,M,Sell,-1.0,91
18850,1131,M,Buy,-1.0,100
18851,1131,L,Buy,83.1,108
18852,2313,L,Sell,76.7,504
18853,2313,L,Sell,76.1,524
18854,2313,L,Sell,75.6,517
18855,2313,M,Sell,-1.0,485
18856,2211,L,Sell,93.8,-6
18857,2211,M,Buy,-1.0,36
18858,2313,L,Sell,74.8,529
18859,2211,L,Sell,93.8,39
18860,1131,L,Buy,83.8,108
18861,2211,L,Buy,93.9,10
18862,2211,L,Buy,93.7,11
18863,2313,M,Sell,-1.0,523
18864,2313,L,Sell,74.1,526
18865,2313,L,Buy,75.0,528
18866,2211,L,Sell,93.7,10
18867,2211,L,Buy,93.9,21
18868,2211,L,Sell,93.8,19
18869,2313,L,Sell,75.7,491
18870,2211,M,Buy,-1.0,17
18871,2211,L,Buy,93.7,8
18872,2313,L,Buy,76.4,491
18873,2313,L,Buy,76.0,489
18874,2313,L,Sell,76.1,506
18875,2313,L,Sell,76.1,553
18876,2211,M,Buy,-1.0,12
18877,2313,L,Sell,76.3,506
18878,1131,M,Buy,-1.0,96
18879,1131,L,Sell,83.3,114
18880,2211,L,Buy,93.7,9
18881,2313,L,Sell,76.3,539
18882,1131,L,Sell,83.9,99
18883,1131,L,Sell,84.6,101
18884,1131,M,Sell,-1.0,78
18885,2211,L,Sell,93.9,17
18886,1131,L,Buy,85.3,113
18887,2313,L,Buy,75.0,501
18888,2313,M,Buy,-1.0,496
18889,2211,L,Sell,93.9,6
18890,2313,M,Buy,-1.0,510
18891,2313,L,Buy,75.8,528
18892,1131,L,Buy,85.1,113
18893,1131,L,Sell,85.2,93
18894,2313,L,Sell,75.6,505
18895,2313,L,Buy,75.2,506
18896,2313,L,Buy,76.4,517
18897,2211,L,Buy,93.9,12
18898,2211,L,Sell,93.9,28
18899,2313,L,Sell,76.2,529
18900,2211,M,Sell,-1.0,24
18901,1131,M,Buy,-1.0,89
18902,2211,M,Sell,-1.0,33
18903,1131,L,Buy,84.2,111
18904,2211,M,Buy,-1.0,23
18905,1131,L,Buy,84.6,109
18906,1131,L,Sell,84.2,80
18907,1131,M,Buy,-1.0,119
18908,1131,L,Buy,83.8,104
18909,2313,L,Sell,75.8,523
18910,2313,M,Buy,-1.0,509
18911,2313,M,Buy,-1.0,510
18912,2313,L,Buy,77.0,506
18913,2211,M,Buy,-1.0,19
18914,2313,L,Sell,77.5,493
18915,2313,M,Sell,-1.0,499
18916,1131,L,Sell,83.8,80
18917,2313,L,Buy,78.0,492
18918,1131,L,Sell,84.1,94
18919,1131,M,Sell,-1.0,93
18920,1131,L,Sell,84.4,98
18921,1131,L,Sell,84.2,96
18922,2211,M,Sell,-1.0,0
18923,2313,L,Sell,78.0,519
18924,2313,L,Buy,78.8,543
18925,1131,L,Buy,85.3,106
18926,2211,L,Buy,94.2,27
18927,2211,L,Sell,93.8,14
18928,1131,L,Sell,85.1,92
18929,1131,L,Buy,85.4,80
18930,2211,M,Sell,-1.0,16
18931,2211,L,Sell,93.9,28
18932,2313,L,Sell,79.4,520
18933,1131,L,Sell,85.5,95
18934,1131,L,Sell,86.3,99
18935,1131,L,Buy,86.8,105
18936,1131,L,Buy,87.0,106
18937,2211,L,Sell,93.9,28
18938,2211,L,Buy,93.8,31
18939,2313,L,Sell,79.4,511
18940,1131,L,Sell,86.9,95
18941,1131,M,Buy,-1.0,91
18942,2313,L,Buy,79.0,485
18943,1131,L,Sell,88.1,107
18944,2313,L,Buy,78.1,491
18945,2211,L,Sell,93.9,21
18946,1131,M,Buy,-1.0,85
18947,2313,L,Sell,77.9,500
18948,1131,L,Buy,87.5,85
18949,2211,M,Buy,-1.0,32
18950,1131,L,Sell,86.6,83
18951,1131,L,Sell,86.6,108
18952,2211,M,Sell,-1.0,27
18953,2211,L,Sell,93.7,40
18954,2313,M,Buy,-1.0,489
18955,1131,L,Sell,87.1,100
18956,2313,L,Buy,77.0,496
18957,2211,L,Sell,93.7,16
18958,1131,L,Buy,87.0,93
18959,2211,L,Buy,93.9,22
18960,2313,L,Buy,76.3,530
18961,2211,L,Sell,93.6,1
18962,2313,L,Sell,75.0,513
18963,2313,L,Buy,75.0,520
18964,2211,L,Buy,93.7,14
18965,1131,L,Buy,86.4,106
18966,2211,L,Sell,93.7,9
18967,2313,L,Buy,76.2,465
18968,2313,L,Sell,76.1,522
18969,1131,L,Sell,86.5,108
18970,2313,L,Buy,76.7,519
18971,1131,L,Buy,86.7,105
18972,2211,L,Sell,94.0,21
18973,2211,L,Sell,93.9,19
18974,1131,L,Sell,87.0,104
18975,2313,L,Sell,76.0,495
18976,2313,M,Buy,-1.0,489
18977,2211,L,Sell,94.1,24
18978,2313,L,Sell,76.2,519
18979,2211,M,Buy,-1.0,26
18980,2211,L,Sell,94.1,21
18981,1131,L,Sell,86.1,92
18982,1131,L,Sell,86.3,98
18983,2313,L,Buy,76.7,507
18984,1131,L,Buy,85.6,88
18985,2211,L,Buy,94.2,3
18986,1131,L,Sell,86.2,102
18987,2211,L,Buy,94.4,22
18988,2313,L,Sell,77.5,506
18989,2313,L,Buy,77.5,509
18990,1131,L,Sell,86.7,81
18991,2313,L,Buy,76.6,521
18992,1131,M,Buy,-1.0,94
18993,2211,L,Sell,94.2,16
18994,1131,L,Buy,86.1,104
18995,2211,L,Sell,94.3,25
18996,2313,L,Buy,76.9,479
18997,1131,L,Buy,86.0,98
18998,2211,L,Buy,94.5,34
18999,2313,L,Sell,77.3,512
19000,2313,L,Sell,77.9,532
19001,1131,L,Sell,85.5,92
19002,2211,L,Sell,94.2,8
19003,1131,L,Sell,85.6,105
19004,2211,L,Sell,94.0,17
19005,1131,L,Sell,84.8,95
19006,1131,L,Buy,85.0,91
19007,2313,L,Sell,78.6,518
19008,2313,L,Sell,78.8,509
19009,2313,L,Sell,77.5,557
19010,2313,L,Buy,76.7,469
19011,2211,L,Sell,93.8,13
19012,2313,M,Buy,-1.0,519
19013,2313,L,Sell,78.3,490
19014,2313,L,Sell,77.9,503
19015,2211,L,Sell,93.8,8
19016,2313,L,Sell,78.7,528
19017,2211,L,Buy,93.7,16
19018,2211,L,Sell,94.0,19
19019,2313,L,Sell,78.3,496
19020,2313,L,Buy,77.9,520
19021,2211,L,Sell,94.1,10
19022,2313,M,Buy,-1.0,498
19023,1131,M,Buy,-1.0,107
19024,2211,L,Buy,93.7,22
19025,1131,L,Sell,84.9,89
19026,1131,L,Buy,84.3,99
19027,2313,L,Sell,77.9,530
19028,2313,L,Sell,78.3,522
19029,1131,L,Sell,82.9,118
19030,1131,M,Sell,-1.0,97
19031,2313,L,Buy,78.1,530
19032,2313,L,Buy,79.2,531
19033,2211,L,Sell,93.7,21
19034,2313,L,Sell,78.1,493
19035,1131,L,Buy,82.5,86
19036,2211,L,Buy,94.0,16
19037,2313,L,Buy,77.1,511
19038,2211,L,Buy,94.0,24
19039,1131,L,Sell,83.1,108
19040,2313,L,Buy,77.9,495
19041,2211,L,Buy,93.9,29
19042,2313,L,Sell,77.0,492
19043,1131,L,Buy,83.5,102
19044,2313,L,Buy,76.8,493
19045,2313,M,Sell,-1.0,490
19046,2313,L,Sell,78.2,488
19047,2313,L,Sell,77.9,505
19048,2211,L,Buy,93.8,15
19049,2313,M,Buy,-1.0,514
19050,2211,L,Buy,93.9,20
19051,1131,L,Buy,83.6,108
19052,2313,M,Buy,-1.0,535
19053,1131,L,Sell,83.5,93
19054,2211,L,Sell,93.7,27
19055,2211,L,Sell,93.7,12
19056,2211,L,Sell,93.2,7
19057,2313,L,Buy,77.5,483
19058,2313,L,Buy,78.2,512
19059,2211,M,Sell,-1.0,20
19060,1131,L,Sell,83.1,74
19061,2313,L,Sell,77.8,451
19062,2313,L,Sell,77.3,511
19063,1131,L,Sell,83.3,107
19064,1131,L,Buy,83.6,97
19065,1131,M,Buy,-1.0,98
19066,2313,M,Sell,-1.0,487
19067,1131,L,Buy,83.5,105
19068,2211,L,Buy,93.5,14
19069,2211,M,Sell,-1.0,31
19070,2313,L,Buy,76.6,479
19071,1131,L,Sell,83.8,101
19072,1131,L,Sell,84.1,113
19073,2313,L,Buy,77.5,477
19074,2211,L,Buy,93.9,13
19075,2211,L,Sell,93.8,20
19076,2211,L,Sell,93.8,18
19077,2313,L,Sell,76.9,491
19078,2211,L,Sell,93.8,4
19079,1131,L,Sell,84.4,108
19080,2211,L,Buy,93.9,12
19081,2211,L,Sell,94.1,1
19082,1131,L,Sell,84.5,91
19083,2313,L,Buy,76.7,491
19084,2211,L,Sell,94.2,18
19085,2211,L,Buy,94.3,9
19086,2211,L,Buy,94.2,33
19087,1131,M,Sell,-1.0,74
19088,2211,M,Buy,-1.0,6
19089,1131,L,Buy,83.3,106
19090,2313,L,Sell,77.2,482
19091,2211,M,Sell,-1.0,21
19092,2211,M,Sell,-1.0,19
19093,1131,L,Sell,82.6,101
19094,2313,L,Buy,78.0,506
19095,2211,L,Buy,94.8,18
19096,1131,M,Sell,-1.0,81
19097,2211,L,Buy,94.6,12
19098,1131,L,Buy,83.2,105
19099,2313,L,Buy,77.6,488
19100,2211,L,Buy,94.6,16
19101,2211,L,Buy,94.6,23
19102,2313,L,Sell,76.8,498
19103,2313,L,Sell,76.0,501
19104,2211,L,Buy,94.6,23
19105,1131,L,Buy,83.6,96
19106,1131,M,Sell,-1.0,103
19107,2313,L,Buy,76.7,541
19108,2313,L,Buy,77.7,518
19109,1131,L,Buy,83.6,86
19110,2313,L,Sell,78.8,503
19111,2313,M,Sell,-1.0,489
19112,2211,M,Buy,-1.0,18
19113,2211,M,Buy,-1.0,12
19114,2211,M,Buy,-1.0,16
19115,2313,L,Buy,78.5,511
19116,2313,L,Buy,78.0,517
19117,2211,L,Sell,94.7,18
19118,1131,L,Buy,83.9,94
19119,2313,L,Sell,77.1,513
19120,2313,L,Buy,76.8,501
19121,2313,M,Sell,-1.0,493
19122,2211,L,Buy,94.7,30
19123,2313,L,Buy,78.1,492
19124,2313,L,Buy,78.7,496
19125,1131,L,Buy,83.8,105
19126,1131,M,Sell,-1.0,116
19127,2211,L,Sell,94.7,18
19128,1131,M,Buy,-1.0,93
19129,1131,L,Buy,83.2,96
19130,2211,L,Sell,94.8,30
19131,2211,M,Buy,-1.0,31
19132,2313,L,Buy,78.3,521
19133,1131,M,Sell,-1.0,114
19134,2313,M,Buy,-1.0,499
19135,2211,L,Buy,94.8,34
19136,2313,L,Buy,78.2,501
19137,1131,L,Buy,83.2,126
19138,1131,L,Buy,83.1,111
19139,2313,M,Buy,-1.0,456
19140,1131,L,Sell,82.9,117
19141,2313,L,Buy,77.1,541
19142,1131,L,Sell,83.0,106
19143,2211,L,Sell,94.4,18
19144,2313,L,Sell,77.2,503
19145,2211,L,Sell,94.4,14
19146,2313,L,Buy,77.8,500
19147,2211,M,Buy,-1.0,6
19148,2313,L,Buy,78.1,490
19149,1131,L,Sell,83.2,110
19150,1131,L,Sell,83.6,96
19151,2313,L,Buy,80.0,478
19152,2313,L,Buy,80.0,490
19153,2211,L,Sell,94.2,23
19154,2313,L,Buy,80.2,525
19155,2211,L,Buy,94.1,31
19156,2211,L,Buy,94.3,28
19157,1131,L,Sell,84.3,100
19158,2313,L,Buy,80.3,494
19159,2211,L,Sell,94.1,27
19160,1131,L,Sell,83.8,99
19161,2211,L,Buy,94.3,8
19162,2313,L,Buy,80.8,514
19163,2211,L,Sell,94.2,12
19164,1131,L,Sell,84.3,108
19165,2211,L,Buy,94.1,13
19166,2211,L,Sell,94.2,19
19167,2313,L,Buy,80.6,480
19168,2211,L,Buy,93.9,9
19169,2313,L,Buy,81.4,528
19170,2313,L,Sell,80.9,488
19171,2211,M,Sell,-1.0,8
19172,1131,L,Buy,84.4,109
19173,2313,L,Buy,82.6,534
19174,2211,L,Buy,94.0,24
19175,2211,L,Sell,94.3,14
19176,2313,M,Buy,-1.0,479
19177,2211,L,Buy,94.3,31
19178,1131,L,Sell,84.8,109
19179,2211,L,Sell,94.5,4
19180,2211,L,Buy,94.9,20
19181,1131,M,Buy,-1.0,114
19182,2313,M,Sell,-1.0,492
19183,1131,L,Sell,85.2,98
19184,2211,L,Sell,95.0,18
19185,1131,L,Buy,85.4,104
19186,2211,L,Buy,95.2,8
19187,1131,L,Sell,85.6,94
19188,1131,M,Sell,-1.0,101
19189,2313,L,Buy,84.2,499
19190,1131,L,Buy,85.7,91
19191,2313,L,Sell,83.2,527
19192,2313,L,Buy,83.3,493
19193,2313,L,Buy,84.5,482
19194,1131,L,Buy,85.8,101
19195,2313,L,Sell,83.9,531
19196,2211,L,Sell,95.4,26
19197,2313,L,Buy,85.0,514
19198,2211,L,Buy,95.3,16
19199,2211,L,Buy,95.2,9
19200,2313,M,Buy,-1.0,532
19201,1131,L,Buy,86.1,91
19202,2313,L,Buy,84.2,526
19203,2211,M,Sell,-1.0,12
19204,2211,L,Buy,95.4,17
19205,1131,L,Buy,86.5,91
19206,1131,L,Sell,85.9,95
19207,2313,L,Sell,84.0,476
19208,2313,L,Sell,83.5,492
19209,2211,M,Sell,-1.0,6
19210,1131,L,Buy,85.9,105
19211,2211,L,Sell,95.4,17
19212,1131,L,Buy,85.4,108
19213,1131,L,Buy,86.0,112
19214,2211,L,Buy,95.4,3
19215,2313,L,Buy,82.5,472
19216,2211,L,Buy,95.5,14
19217,1131,L,Sell,85.5,97
19218,1131,L,Buy,86.1,99
19219,1131,L,Buy,85.9,98
19220,2313,L,Buy,83.0,481
19221,2313,L,Sell,83.0,528
19222,2211,M,Sell,-1.0,17
19223,2313,L,Buy,83.7,527
19224,2313,L,Buy,83.3,510
19225,2313,M,Buy,-1.0,478
19226,2211,L,Buy,95.6,36
19227,2211,L,Buy,95.4,-5
19228,2313,L,Sell,84.9,505
19229,1131,L,Sell,86.1,90
